Wavenumber,Intensity,Wavenumber,Intensity
cm⁻¹,a.u.,,
,As Deposited,,UV
3465.029,0.10096,3364.99525,0.01913
3465.511,0.10047,3365.47737,0.01934
3465.993,0.09979,3365.9595,0.01952
3466.476,0.09894,3366.44162,0.01968
3466.958,0.09803,3366.924,0.01981
3467.44,0.09717,3367.40612,0.01992
3467.922,0.09647,3367.88825,0.02002
3468.404,0.09596,3368.37037,0.0201
3468.886,0.09559,3368.8525,0.02014
3469.368,0.09525,3369.33462,0.02014
3469.85,0.09486,3369.817,0.02007
3470.333,0.09433,3370.29912,0.01995
3470.815,0.09367,3370.78125,0.01978
3471.297,0.09289,3371.26337,0.0196
3471.779,0.09205,3371.7455,0.01943
3472.261,0.09117,3372.22762,0.01931
3472.743,0.09026,3372.71,0.01923
3473.225,0.08928,3373.19212,0.0192
3473.708,0.08869,3373.67425,0.01921
3474.189,0.08808,3374.15637,0.01924
3474.672,0.08754,3374.6385,0.01929
3475.154,0.08715,3375.12062,0.01933
3475.636,0.08701,3375.603,0.01937
3476.118,0.08712,3376.08512,0.01939
3476.6,0.08743,3376.56725,0.01939
3477.082,0.08781,3377.04937,0.01936
3477.564,0.08809,3377.5315,0.0193
3478.047,0.08814,3378.01362,0.01924
3478.529,0.08785,3378.496,0.01918
3479.011,0.08722,3378.97812,0.01913
3479.493,0.08628,3379.46025,0.01911
3479.975,0.08514,3379.94237,0.01911
3480.457,0.08394,3380.4245,0.01912
3480.939,0.08281,3380.90662,0.01913
3481.421,0.0819,3381.389,0.01914
3481.904,0.08134,3381.87112,0.01914
3482.386,0.0812,3382.35325,0.01913
3482.868,0.08149,3382.83537,0.01912
3483.35,0.08214,3383.3175,0.01911
3483.832,0.08301,3383.79962,0.01911
3484.314,0.08395,3384.282,0.01912
3484.796,0.08478,3384.76412,0.01915
3485.278,0.08542,3385.24625,0.01922
3485.76,0.08584,3385.72837,0.01932
3486.243,0.08607,3386.2105,0.01947
3486.725,0.08618,3386.69262,0.01965
3487.207,0.08622,3387.176,0.01986
3487.689,0.08621,3387.65812,0.02006
3488.171,0.08611,3388.14025,0.02023
3488.653,0.08591,3388.62237,0.02034
3489.135,0.08557,3389.1045,0.02038
3489.618,0.08511,3389.58662,0.02034
3490.1,0.08462,3390.069,0.02023
3490.582,0.08418,3390.55112,0.02005
3491.064,0.08385,3391.03325,0.0198
3491.546,0.08367,3391.51537,0.0195
3492.028,0.0836,3391.9975,0.01916
3492.51,0.08358,3392.47962,0.01881
3492.992,0.08355,3392.962,0.01848
3493.475,0.08348,3393.44412,0.01822
3493.957,0.08339,3393.92625,0.01805
3494.439,0.08332,3394.40837,0.01799
3494.921,0.08333,3394.8905,0.01804
3495.403,0.08343,3395.37262,0.01816
3495.885,0.08362,3395.855,0.01831
3496.367,0.08386,3396.33712,0.01846
3496.849,0.08412,3396.81925,0.01858
3497.332,0.08438,3397.30137,0.01869
3497.814,0.08465,3397.7835,0.01882
3498.296,0.08494,3398.26562,0.01898
3498.778,0.08523,3398.748,0.01917
3499.26,0.08548,3399.23012,0.01938
3499.742,0.08561,3399.71225,0.01957
3500.224,0.0855,3400.19437,0.01969
3500.706,0.0851,3400.6765,0.01973
3501.188,0.08438,3401.15862,0.01968
3501.671,0.08342,3401.641,0.01956
3502.153,0.08234,3402.12312,0.01942
3502.635,0.08132,3402.60525,0.0193
3503.117,0.08054,3403.08737,0.01922
3503.599,0.08014,3403.5695,0.01919
3504.081,0.08019,3404.05162,0.0192
3504.563,0.08069,3404.534,0.01923
3505.046,0.08155,3405.01612,0.01927
3505.528,0.08265,3405.49825,0.01931
3506.01,0.08377,3405.98037,0.01936
3506.492,0.08471,3406.4625,0.01943
3506.974,0.08527,3406.94462,0.01952
3507.456,0.08532,3407.427,0.01963
3507.938,0.08487,3407.90912,0.01972
3508.42,0.08403,3408.39125,0.0198
3508.903,0.08308,3408.87337,0.01985
3509.385,0.0823,3409.3555,0.01989
3509.867,0.08195,3409.83762,0.01991
3510.349,0.08217,3410.32,0.01994
3510.831,0.08291,3410.80212,0.01998
3511.313,0.08401,3411.28425,0.02003
3511.795,0.08521,3411.76637,0.02007
3512.277,0.08633,3412.2485,0.02007
3512.76,0.08721,3412.73062,0.02004
3513.242,0.08785,3413.213,0.01997
3513.724,0.08833,3413.69512,0.01988
3514.206,0.08872,3414.17725,0.01978
3514.688,0.0891,3414.65937,0.01969
3515.17,0.08948,3415.1415,0.01964
3515.652,0.08981,3415.62362,0.01963
3516.135,0.09003,3416.106,0.01965
3516.616,0.09011,3416.58812,0.0197
3517.099,0.09008,3417.07025,0.01979
3517.581,0.09001,3417.55237,0.01989
3518.063,0.08999,3418.0345,0.01999
3518.545,0.09007,3418.51662,0.02007
3519.027,0.0903,3418.999,0.02012
3519.509,0.0906,3419.48112,0.02013
3519.991,0.09089,3419.96325,0.02008
3520.474,0.09104,3420.44537,0.02
3520.956,0.09099,3420.9275,0.01992
3521.438,0.09069,3421.40962,0.01987
3521.92,0.0902,3421.892,0.01987
3522.402,0.08961,3422.37412,0.01993
3522.884,0.08906,3422.85625,0.02005
3523.366,0.08871,3423.33837,0.02019
3523.848,0.08867,3423.8205,0.02034
3524.331,0.08899,3424.30262,0.02046
3524.813,0.08962,3424.785,0.02053
3525.295,0.09041,3425.26712,0.02057
3525.777,0.09118,3425.74925,0.02058
3526.259,0.09173,3426.23137,0.02059
3526.741,0.09195,3426.7135,0.02061
3527.223,0.09186,3427.19562,0.02065
3527.705,0.09159,3427.678,0.02071
3528.188,0.09137,3428.16012,0.02078
3528.67,0.09136,3428.64225,0.02085
3529.152,0.09139,3429.12437,0.0209
3529.634,0.09186,3429.6065,0.02091
3530.116,0.09267,3430.08862,0.02087
3530.598,0.09363,3430.572,0.02078
3531.08,0.09457,3431.05412,0.02065
3531.562,0.09536,3431.53625,0.02048
3532.044,0.09599,3432.01837,0.02033
3532.527,0.09649,3432.5005,0.02023
3533.009,0.09692,3432.98262,0.02019
3533.491,0.0973,3433.465,0.02025
3533.973,0.09759,3433.94712,0.02039
3534.455,0.09774,3434.42925,0.02058
3534.937,0.09769,3434.91137,0.02078
3535.419,0.09749,3435.3935,0.02094
3535.902,0.09726,3435.87562,0.02104
3536.384,0.09719,3436.358,0.02107
3536.866,0.09744,3436.84012,0.02105
3537.348,0.09812,3437.32225,0.021
3537.83,0.0992,3437.80437,0.02094
3538.312,0.10053,3438.2865,0.02089
3538.794,0.10195,3438.76862,0.02085
3539.276,0.10328,3439.251,0.02078
3539.759,0.10442,3439.73312,0.02066
3540.241,0.10534,3440.21525,0.02047
3540.723,0.10605,3440.69737,0.0202
3541.205,0.10653,3441.1795,0.01988
3541.687,0.10674,3441.66162,0.01956
3542.169,0.1066,3442.144,0.01928
3542.651,0.10601,3442.62612,0.0191
3543.133,0.10495,3443.10825,0.01906
3543.615,0.10348,3443.59037,0.01914
3544.098,0.10173,3444.0725,0.01931
3544.58,0.09993,3444.55462,0.01949
3545.062,0.09828,3445.037,0.01962
3545.544,0.09698,3445.51912,0.01964
3546.026,0.09613,3446.00125,0.01952
3546.508,0.09585,3446.48337,0.0193
3546.99,0.09618,3446.9655,0.01906
3547.472,0.09717,3447.44762,0.01888
3547.955,0.0988,3447.93,0.01885
3548.437,0.10095,3448.41212,0.01901
3548.919,0.10342,3448.89425,0.01937
3549.401,0.10589,3449.37637,0.01986
3549.883,0.10805,3449.8585,0.02038
3550.365,0.10959,3450.34062,0.02085
3550.847,0.11042,3450.823,0.02118
3551.33,0.1106,3451.30512,0.02135
3551.812,0.11042,3451.78725,0.02138
3552.294,0.11022,3452.26937,0.0213
3552.776,0.11032,3452.7515,0.02117
3553.258,0.11091,3453.23362,0.02105
3553.74,0.11197,3453.716,0.02095
3554.222,0.11336,3454.19812,0.02089
3554.704,0.11487,3454.68025,0.02084
3555.187,0.11632,3455.16237,0.02082
3555.669,0.11759,3455.6445,0.02081
3556.151,0.11867,3456.12662,0.02081
3556.633,0.1196,3456.609,0.02084
3557.115,0.1204,3457.09112,0.02091
3557.597,0.12112,3457.57325,0.02101
3558.079,0.12175,3458.05537,0.02113
3558.561,0.12233,3458.5375,0.02126
3559.043,0.12289,3459.01962,0.02138
3559.526,0.12348,3459.502,0.02147
3560.008,0.12417,3459.98412,0.02154
3560.49,0.125,3460.46625,0.02158
3560.972,0.12595,3460.94837,0.0216
3561.454,0.12698,3461.4305,0.0216
3561.936,0.12803,3461.91262,0.02161
3562.418,0.12904,3462.395,0.02161
3562.9,0.12994,3462.87712,0.02162
3563.383,0.13067,3463.35925,0.02165
3563.865,0.13109,3463.84137,0.02168
3564.347,0.13102,3464.3235,0.02171
3564.829,0.13021,3464.80562,0.02173
3565.311,0.12849,3465.288,0.02171
3565.793,0.12584,3465.77012,0.02164
3566.275,0.12255,3466.25225,0.02152
3566.758,0.11923,3466.73437,0.02138
3567.24,0.11668,3467.2165,0.02123
3567.722,0.11563,3467.69862,0.02113
3568.204,0.11654,3468.181,0.02109
3568.686,0.1194,3468.66312,0.02115
3569.168,0.12379,3469.14525,0.02131
3569.65,0.12907,3469.62737,0.02156
3570.132,0.13457,3470.1095,0.02186
3570.615,0.13973,3470.59162,0.02218
3571.097,0.14425,3471.074,0.02248
3571.579,0.14803,3471.55612,0.02272
3572.061,0.15113,3472.03825,0.02287
3572.543,0.15371,3472.52037,0.02292
3573.025,0.15591,3473.0025,0.02287
3573.507,0.15783,3473.48462,0.02274
3573.989,0.15956,3473.968,0.02255
3574.471,0.16114,3474.45012,0.02236
3574.954,0.16264,3474.93225,0.02218
3575.436,0.1641,3475.41437,0.02206
3575.918,0.16551,3475.8965,0.022
3576.4,0.16685,3476.37862,0.022
3576.882,0.16802,3476.861,0.02202
3577.364,0.16894,3477.34312,0.02205
3577.846,0.16956,3477.82525,0.02204
3578.328,0.16994,3478.30737,0.02197
3578.811,0.17021,3478.7895,0.02183
3579.293,0.17054,3479.27162,0.02162
3579.775,0.1711,3479.754,0.02135
3580.257,0.17198,3480.23612,0.02104
3580.739,0.17321,3480.71825,0.02073
3581.221,0.17473,3481.20037,0.02045
3581.703,0.17649,3481.6825,0.02026
3582.186,0.17845,3482.16462,0.0202
3582.667,0.18058,3482.647,0.02027
3583.15,0.18283,3483.12912,0.02048
3583.632,0.18501,3483.61125,0.0208
3584.114,0.18682,3484.09337,0.02118
3584.596,0.18784,3484.5755,0.02154
3585.078,0.1876,3485.05762,0.02184
3585.56,0.18579,3485.54,0.02206
3586.042,0.18234,3486.02212,0.02217
3586.525,0.17766,3486.50425,0.02222
3587.007,0.17252,3486.98637,0.02224
3587.489,0.168,3487.4685,0.02228
3587.971,0.1651,3487.95062,0.02236
3588.453,0.16451,3488.433,0.0225
3588.935,0.16641,3488.91512,0.02269
3589.417,0.17046,3489.39725,0.02289
3589.899,0.176,3489.87937,0.02308
3590.382,0.18221,3490.3615,0.02321
3590.864,0.18828,3490.84362,0.02326
3591.346,0.19353,3491.326,0.02323
3591.828,0.19743,3491.80812,0.02309
3592.31,0.19973,3492.29025,0.02289
3592.792,0.20039,3492.77237,0.02265
3593.274,0.19966,3493.2545,0.02241
3593.756,0.19803,3493.73662,0.02223
3594.239,0.1961,3494.219,0.02212
3594.721,0.19444,3494.70112,0.02212
3595.203,0.19353,3495.18325,0.02221
3595.685,0.19357,3495.66537,0.02236
3596.167,0.19458,3496.1475,0.02254
3596.649,0.19633,3496.62962,0.0227
3597.131,0.19853,3497.112,0.0228
3597.614,0.20082,3497.59412,0.02284
3598.095,0.20286,3498.07625,0.0228
3598.578,0.20441,3498.55837,0.0227
3599.06,0.20529,3499.0405,0.02257
3599.542,0.20547,3499.52262,0.0224
3600.024,0.20502,3500.005,0.02222
3600.506,0.20419,3500.48712,0.02202
3600.988,0.20329,3500.96925,0.02181
3601.47,0.20268,3501.45137,0.02161
3601.953,0.20264,3501.9335,0.02144
3602.435,0.20325,3502.41562,0.02132
3602.917,0.20447,3502.898,0.02127
3603.399,0.20602,3503.38012,0.02131
3603.881,0.20758,3503.86225,0.02145
3604.363,0.2088,3504.34437,0.02168
3604.845,0.20943,3504.8265,0.02198
3605.327,0.20926,3505.30862,0.02231
3605.81,0.20823,3505.791,0.02262
3606.292,0.20626,3506.27312,0.02285
3606.774,0.2034,3506.75525,0.02297
3607.256,0.19978,3507.23737,0.02294
3607.738,0.19571,3507.7195,0.02278
3608.22,0.19166,3508.20162,0.02252
3608.702,0.18827,3508.684,0.02223
3609.184,0.18603,3509.16612,0.02198
3609.667,0.18519,3509.64825,0.02184
3610.149,0.18556,3510.13037,0.02185
3610.631,0.18654,3510.6125,0.02201
3611.113,0.18735,3511.09462,0.02228
3611.595,0.18722,3511.577,0.02261
3612.077,0.18574,3512.05912,0.02294
3612.559,0.18301,3512.54125,0.02324
3613.042,0.17966,3513.02337,0.0235
3613.524,0.17668,3513.5055,0.02371
3614.006,0.17491,3513.98762,0.02388
3614.488,0.17482,3514.47,0.02402
3614.97,0.17625,3514.95212,0.02412
3615.452,0.17857,3515.43425,0.02415
3615.934,0.18084,3515.91637,0.02408
3616.416,0.18213,3516.3985,0.02392
3616.898,0.18171,3516.88062,0.02367
3617.381,0.17927,3517.364,0.02337
3617.863,0.17489,3517.84612,0.02309
3618.345,0.16908,3518.32825,0.02285
3618.827,0.16259,3518.81037,0.0227
3619.309,0.15634,3519.2925,0.02265
3619.791,0.15118,3519.77462,0.02268
3620.273,0.14774,3520.257,0.02274
3620.755,0.14635,3520.73912,0.02282
3621.238,0.14694,3521.22125,0.02287
3621.72,0.14908,3521.70337,0.02288
3622.202,0.15209,3522.1855,0.02282
3622.684,0.15525,3522.66762,0.02271
3623.166,0.1579,3523.15,0.02256
3623.648,0.15971,3523.63212,0.02237
3624.13,0.1607,3524.11425,0.02218
3624.612,0.16116,3524.59637,0.022
3625.094,0.16137,3525.0785,0.02185
3625.577,0.16131,3525.56062,0.02174
3626.059,0.1604,3526.043,0.02167
3626.541,0.15746,3526.52512,0.02162
3627.023,0.15096,3527.00725,0.02159
3627.505,0.1397,3527.48937,0.02158
3627.987,0.12364,3527.9715,0.02159
3628.469,0.10464,3528.45362,0.02163
3628.952,0.08623,3528.936,0.0217
3629.434,0.07217,3529.41812,0.02184
3629.916,0.06475,3529.90025,0.02205
3630.398,0.06401,3530.38237,0.02233
3630.88,0.06815,3530.8645,0.02268
3631.362,0.0746,3531.34662,0.02308
3631.844,0.08091,3531.829,0.02353
3632.326,0.08535,3532.31112,0.02399
3632.809,0.08714,3532.79325,0.02442
3633.291,0.08643,3533.27537,0.02476
3633.773,0.08406,3533.7575,0.02497
3634.255,0.08105,3534.23962,0.02499
3634.737,0.0782,3534.722,0.02482
3635.219,0.07574,3535.20412,0.02447
3635.701,0.07344,3535.68625,0.02403
3636.183,0.07081,3536.16837,0.02358
3636.666,0.06899,3536.6505,0.02323
3637.148,0.07025,3537.13262,0.02306
3637.63,0.07079,3537.615,0.0231
3638.112,0.07093,3538.09712,0.02333
3638.594,0.07097,3538.57925,0.02368
3639.076,0.07111,3539.06137,0.02407
3639.558,0.07132,3539.5435,0.02442
3640.041,0.07154,3540.02562,0.02467
3640.522,0.07168,3540.508,0.02478
3641.005,0.07187,3540.99012,0.02477
3641.487,0.07226,3541.47225,0.02462
3641.969,0.0731,3541.95437,0.02438
3642.451,0.07452,3542.4365,0.02405
3642.933,0.0765,3542.91862,0.02365
3643.415,0.07879,3543.401,0.0232
3643.897,0.08101,3543.88312,0.02275
3644.38,0.08272,3544.36525,0.02231
3644.862,0.08345,3544.84737,0.02194
3645.344,0.08282,3545.3295,0.02166
3645.826,0.0805,3545.81162,0.0215
3646.308,0.0763,3546.294,0.02149
3646.79,0.07013,3546.77612,0.02164
3647.272,0.06206,3547.25825,0.02193
3647.754,0.05236,3547.74037,0.02233
3648.237,0.0415,3548.2225,0.02282
3648.719,0.03013,3548.70462,0.02333
3649.201,0.0192,3549.187,0.02379
3649.683,0.00977,3549.66912,0.02414
3650.165,0.00304,3550.15125,0.02434
3650.647,0,3550.63337,0.02436
3651.129,0.00123,3551.1155,0.02424
3651.611,0.00671,3551.59762,0.02405
3652.094,0.01574,3552.08,0.02387
3652.576,0.02702,3552.56212,0.02378
3653.058,0.03892,3553.04425,0.02383
3653.54,0.04956,3553.52637,0.02404
3654.022,0.05713,3554.0085,0.02437
3654.504,0.06024,3554.49062,0.02478
3654.986,0.05837,3554.973,0.02522
3655.469,0.0522,3555.45512,0.02563
3655.95,0.04356,3555.93725,0.02598
3656.433,0.03494,3556.41937,0.02626
3656.915,0.02849,3556.9015,0.02647
3657.397,0.02527,3557.38362,0.02659
3657.879,0.02515,3557.866,0.02665
3658.361,0.02708,3558.34812,0.02665
3658.843,0.03096,3558.83025,0.02661
3659.325,0.03666,3559.31237,0.02656
3659.808,0.04132,3559.7945,0.02652
3660.29,0.04478,3560.27662,0.02652
3660.772,0.04727,3560.76,0.02657
3661.254,0.04915,3561.24212,0.02664
3661.736,0.05075,3561.72425,0.0267
3662.218,0.0522,3562.20637,0.0267
3662.7,0.05357,3562.6885,0.02659
3663.182,0.05488,3563.17062,0.0263
3663.665,0.05624,3563.653,0.02578
3664.147,0.05777,3564.13512,0.02498
3664.629,0.05966,3564.61725,0.02389
3665.111,0.06194,3565.09937,0.02254
3665.593,0.06452,3565.5815,0.02102
3666.075,0.06711,3566.06362,0.01949
3666.557,0.06927,3566.546,0.01818
3667.039,0.07047,3567.02812,0.01734
3667.521,0.07009,3567.51025,0.01716
3668.004,0.06752,3567.99237,0.01775
3668.486,0.06226,3568.4745,0.01905
3668.968,0.05436,3568.95662,0.02089
3669.45,0.04468,3569.439,0.02302
3669.932,0.03501,3569.92112,0.02517
3670.414,0.02775,3570.40325,0.02712
3670.896,0.02499,3570.88537,0.02872
3671.378,0.02769,3571.3675,0.0299
3671.861,0.03537,3571.84962,0.03067
3672.343,0.04618,3572.332,0.0311
3672.825,0.05731,3572.81412,0.03126
3673.307,0.06571,3573.29625,0.03125
3673.789,0.0685,3573.77837,0.03114
3674.271,0.06387,3574.2605,0.03101
3674.753,0.0522,3574.74262,0.03091
3675.236,0.03675,3575.225,0.03089
3675.718,0.02256,3575.70712,0.03098
3676.2,0.01421,3576.18925,0.03118
3676.682,0.01365,3576.67137,0.03147
3677.164,0.01991,3577.1535,0.0318
3677.646,0.03035,3577.63562,0.03214
3678.128,0.04205,3578.118,0.03243
3678.61,0.05275,3578.60012,0.03265
3679.093,0.06136,3579.08225,0.03281
3679.575,0.0678,3579.56437,0.03291
3680.057,0.07285,3580.0465,0.03299
3680.539,0.0774,3580.52862,0.03307
3681.021,0.08204,3581.011,0.03316
3681.503,0.08679,3581.49312,0.03326
3681.985,0.09125,3581.97525,0.03335
3682.467,0.095,3582.45737,0.03338
3682.949,0.09792,3582.9395,0.03332
3683.432,0.10041,3583.42162,0.03311
3683.914,0.10311,3583.904,0.03269
3684.396,0.10666,3584.38612,0.03202
3684.878,0.11121,3584.86825,0.03106
3685.36,0.11621,3585.35037,0.02983
3685.842,0.12047,3585.8325,0.02839
3686.324,0.12248,3586.31462,0.02689
3686.806,0.12088,3586.797,0.02553
3687.289,0.11508,3587.27912,0.02451
3687.771,0.10562,3587.76125,0.02403
3688.253,0.09427,3588.24337,0.02419
3688.735,0.08343,3588.7255,0.02498
3689.217,0.0752,3589.20762,0.02627
3689.699,0.07076,3589.69,0.02784
3690.181,0.07017,3590.17212,0.02944
3690.664,0.07285,3590.65425,0.03083
3691.146,0.07791,3591.13637,0.03185
3691.628,0.08458,3591.6185,0.03239
3692.11,0.09093,3592.10062,0.03247
3692.592,0.09636,3592.583,0.03216
3693.074,0.10198,3593.06512,0.0316
3693.556,0.10731,3593.54725,0.03099
3694.038,0.11186,3594.02937,0.03051
3694.521,0.11521,3594.5115,0.03029
3695.003,0.11708,3594.99362,0.03038
3695.485,0.11756,3595.476,0.03076
3695.967,0.11703,3595.95812,0.03133
3696.449,0.11608,3596.44025,0.03195
3696.931,0.11534,3596.92237,0.03249
3697.413,0.11525,3597.4045,0.03287
3697.895,0.11587,3597.88662,0.03302
3698.377,0.11692,3598.369,0.03297
3698.86,0.11779,3598.85112,0.03277
3699.342,0.11777,3599.33325,0.03251
3699.824,0.11627,3599.81537,0.03233
3700.306,0.11302,3600.2975,0.03232
3700.788,0.10827,3600.77962,0.03259
3701.27,0.10276,3601.262,0.03316
3701.752,0.09754,3601.74412,0.03402
3702.234,0.09367,3602.22625,0.03508
3702.717,0.09189,3602.70837,0.03622
3703.199,0.0924,3603.1905,0.03728
3703.681,0.0949,3603.67262,0.03812
3704.163,0.09874,3604.156,0.03863
3704.645,0.10314,3604.63812,0.03877
3705.127,0.10739,3605.12025,0.03853
3705.609,0.11096,3605.60237,0.03794
3706.092,0.1136,3606.0845,0.03706
3706.573,0.11513,3606.56662,0.03597
3707.056,0.11564,3607.049,0.03474
3707.538,0.11514,3607.53112,0.03347
3708.02,0.1137,3608.01325,0.03229
3708.502,0.11137,3608.49537,0.03133
3708.984,0.10823,3608.9775,0.03072
3709.466,0.10437,3609.45962,0.03052
3709.948,0.09998,3609.942,0.03068
3710.431,0.09531,3610.42412,0.03108
3710.913,0.09069,3610.90625,0.03153
3711.395,0.08601,3611.38837,0.03183
3711.877,0.08103,3611.8705,0.03187
3712.359,0.07773,3612.35262,0.03166
3712.841,0.07662,3612.835,0.03128
3713.323,0.07789,3613.31712,0.03095
3713.805,0.08142,3613.79925,0.03083
3714.288,0.08669,3614.28137,0.03105
3714.77,0.09292,3614.7635,0.03158
3715.252,0.09921,3615.24562,0.03226
3715.734,0.10469,3615.728,0.03289
3716.216,0.10872,3616.21012,0.03325
3716.698,0.11107,3616.69225,0.03319
3717.18,0.11189,3617.17437,0.03269
3717.662,0.11167,3617.6565,0.03182
3718.145,0.11096,3618.13862,0.03077
3718.627,0.11009,3618.621,0.02977
3719.109,0.10912,3619.10312,0.02908
3719.591,0.10779,3619.58525,0.02888
3720.073,0.10574,3620.06737,0.02927
3720.555,0.1028,3620.5495,0.03026
3721.037,0.09909,3621.03162,0.03179
3721.52,0.09514,3621.514,0.03368
3722.001,0.09163,3621.99612,0.03573
3722.484,0.08922,3622.47825,0.03772
3722.966,0.08814,3622.96037,0.03944
3723.448,0.08823,3623.4425,0.0407
3723.93,0.08893,3623.92462,0.04143
3724.412,0.08958,3624.407,0.04159
3724.894,0.08964,3624.88912,0.04123
3725.376,0.08851,3625.37125,0.04042
3725.859,0.08694,3625.85337,0.03919
3726.341,0.08557,3626.3355,0.0375
3726.823,0.08517,3626.81762,0.03532
3727.305,0.08631,3627.3,0.03262
3727.787,0.08918,3627.78212,0.02954
3728.269,0.09348,3628.26425,0.02643
3728.751,0.09852,3628.74637,0.02385
3729.233,0.10333,3629.2285,0.02238
3729.716,0.10687,3629.71062,0.02237
3730.198,0.10821,3630.193,0.02379
3730.68,0.1068,3630.67512,0.02626
3731.162,0.10271,3631.15725,0.02923
3731.644,0.09669,3631.63937,0.03216
3732.126,0.08999,3632.1215,0.03466
3732.608,0.08387,3632.60362,0.03655
3733.09,0.0791,3633.086,0.03783
3733.573,0.07569,3633.56812,0.03867
3734.055,0.07297,3634.05025,0.03929
3734.537,0.07009,3634.53237,0.03988
3735.019,0.06654,3635.0145,0.04053
3735.501,0.0626,3635.49662,0.04123
3735.983,0.05937,3635.979,0.0419
3736.465,0.05826,3636.46112,0.04244
3736.948,0.06033,3636.94325,0.04282
3737.43,0.0657,3637.42537,0.04305
3737.912,0.07362,3637.9075,0.04321
3738.394,0.08281,3638.38962,0.0434
3738.876,0.09205,3638.872,0.04365
3739.358,0.10062,3639.35412,0.04399
3739.84,0.10845,3639.83625,0.04438
3740.322,0.11602,3640.31837,0.04477
3740.804,0.12384,3640.8005,0.04511
3741.287,0.13196,3641.28262,0.04539
3741.769,0.13915,3641.765,0.04561
3742.251,0.14164,3642.24712,0.04576
3742.733,0.1392,3642.72925,0.04582
3743.215,0.12962,3643.21137,0.04573
3743.697,0.11268,3643.6935,0.0454
3744.179,0.09145,3644.17562,0.04474
3744.661,0.07167,3644.658,0.04364
3745.144,0.05875,3645.14012,0.04204
3745.626,0.05513,3645.62225,0.03993
3746.108,0.05974,3646.10437,0.03733
3746.59,0.06941,3646.5865,0.03432
3747.072,0.0804,3647.06862,0.03102
3747.554,0.08941,3647.552,0.02763
3748.036,0.09408,3648.03412,0.02437
3748.518,0.0935,3648.51625,0.02151
3749,0.08828,3648.99837,0.01932
3749.483,0.08027,3649.4805,0.01804
3749.965,0.07173,3649.96262,0.01785
3750.447,0.06434,3650.445,0.0188
3750.929,0.05873,3650.92712,0.0208
3751.411,0.05478,3651.40925,0.02364
3751.893,0.05224,3651.89137,0.02697
3752.375,0.05124,3652.3735,0.03043
3752.858,0.05226,3652.85562,0.03363
3753.34,0.05577,3653.338,0.03623
3753.822,0.06175,3653.82012,0.03798
3754.304,0.06959,3654.30225,0.03874
3754.786,0.07812,3654.78437,0.03855
3755.268,0.08602,3655.2665,0.03765
3755.75,0.09215,3655.74862,0.03645
3756.232,0.0959,3656.231,0.03543
3756.715,0.09728,3656.71312,0.03499
3757.197,0.09684,3657.19525,0.03532
3757.679,0.09533,3657.67737,0.03636
3758.161,0.0934,3658.1595,0.03786
3758.643,0.09134,3658.64162,0.03948
3759.125,0.0892,3659.124,0.04094
3759.607,0.08706,3659.60612,0.04207
3760.089,0.08528,3660.08825,0.04283
3760.572,0.08446,3660.57037,0.0433
3761.054,0.08521,3661.0525,0.0436
3761.536,0.08777,3661.53462,0.04386
3762.018,0.0918,3662.017,0.04418
3762.5,0.09635,3662.49912,0.04455
3762.982,0.10018,3662.98125,0.04496
3763.464,0.10217,3663.46337,0.04533
3763.947,0.10172,3663.9455,0.0456
3764.428,0.09906,3664.42762,0.04569
3764.911,0.09523,3664.91,0.04553
3765.393,0.09169,3665.39212,0.04507
3765.875,0.08965,3665.87425,0.04424
3766.357,0.08957,3666.35637,0.04302
3766.839,0.09102,3666.8385,0.04141
3767.321,0.09294,3667.32062,0.03943
3767.803,0.0941,3667.803,0.03717
3768.286,0.09359,3668.28512,0.03474
3768.768,0.09113,3668.76725,0.03231
3769.25,0.08721,3669.24937,0.03006
3769.732,0.0829,3669.7315,0.02824
3770.214,0.07941,3670.21362,0.02705
3770.696,0.07766,3670.696,0.02662
3771.178,0.07801,3671.17812,0.0269
3771.66,0.08027,3671.66025,0.02772
3772.143,0.08388,3672.14237,0.02873
3772.625,0.08817,3672.6245,0.02953
3773.107,0.0925,3673.10662,0.02973
3773.589,0.09637,3673.589,0.02902
3774.071,0.09949,3674.07112,0.02728
3774.553,0.10176,3674.55325,0.0247
3775.035,0.10322,3675.03537,0.02181
3775.517,0.10401,3675.5175,0.01941
3776,0.10427,3675.99962,0.01823
3776.482,0.10403,3676.482,0.01862
3776.964,0.10321,3676.96412,0.02044
3777.446,0.10162,3677.44625,0.02318
3777.928,0.09913,3677.92837,0.02623
3778.41,0.09579,3678.4105,0.02908
3778.892,0.09202,3678.89262,0.03145
3779.375,0.08855,3679.375,0.03328
3779.856,0.08621,3679.85712,0.03469
3780.339,0.08561,3680.33925,0.03587
3780.821,0.08684,3680.82137,0.03702
3781.303,0.0895,3681.3035,0.03821
3781.785,0.09277,3681.78562,0.03942
3782.267,0.09571,3682.268,0.04055
3782.749,0.09755,3682.75012,0.04149
3783.231,0.09794,3683.23225,0.04219
3783.714,0.09703,3683.71437,0.04266
3784.196,0.09539,3684.1965,0.04295
3784.678,0.09372,3684.67862,0.04311
3785.16,0.0926,3685.161,0.04311
3785.642,0.09228,3685.64312,0.04283
3786.124,0.09266,3686.12525,0.04212
3786.606,0.09344,3686.60737,0.04083
3787.088,0.09436,3687.0895,0.03891
3787.571,0.09528,3687.57162,0.03647
