Name		O 1s	O 1s	O 1s				Name		C 1s	C 1s	C 1s	C 1s	C 1s				
Position		530.65	531.93	532.95				Position		284.71	289.11	290.48	285.93	287.20				
FWHM		1.88	1.88	1.88				FWHM		1.61	1.61	1.61	1.61	1.61				
Area		21507.22	34171.49	4553.06				Area		4057.69	435.18	705.72	1346.64	684.13				
Lineshape		GL(30)	GL(30)	GL(30)				Lineshape		GL(30)	GL(30)	GL(30)	GL(30)	GL(30)				

B.E.	Cycle 15:O 1s/48:CPS	O 1s/48:O 1s	O 1s/48:O 1s	O 1s/48:O 1s	Background	Envelope		B.E.	Cycle 15:C 1s/49:CPS	C 1s/49:C 1s	C 1s/49:C 1s	C 1s/49:C 1s	C 1s/49:C 1s	C 1s/49:C 1s	Background	Envelope		
								2.814600e+002	6.655115e+002	6.657898e+002	6.655115e+002	6.655115e+002	6.655116e+002	6.655115e+002	6.655115e+002	6.657899e+002		
								2.813600e+002	6.751380e+002	6.753050e+002	6.751380e+002	6.751380e+002	6.751380e+002	6.751380e+002	6.751380e+002	6.753051e+002		
								2.812600e+002	6.372738e+002	6.373733e+002	6.372738e+002	6.372738e+002	6.372738e+002	6.372738e+002	6.372738e+002	6.373733e+002		
								2.811600e+002	6.469003e+002	6.469584e+002	6.469003e+002	6.469003e+002	6.469003e+002	6.469003e+002	6.469003e+002	6.469584e+002		
								2.810600e+002	6.706456e+002	6.706793e+002	6.706456e+002	6.706456e+002	6.706456e+002	6.706456e+002	6.706456e+002	6.706794e+002		
								2.809600e+002	6.449750e+002	6.449942e+002	6.449750e+002	6.449750e+002	6.449750e+002	6.449750e+002	6.449750e+002	6.449943e+002		
								2.808600e+002	5.840072e+002	5.840180e+002	5.840072e+002	5.840072e+002	5.840072e+002	5.840072e+002	5.840072e+002	5.840180e+002		
								2.807600e+002	6.141702e+002	6.141763e+002	6.141702e+002	6.141702e+002	6.141702e+002	6.141702e+002	6.141702e+002	6.141763e+002		
								2.806600e+002	6.231549e+002	6.231582e+002	6.231549e+002	6.231549e+002	6.231549e+002	6.231549e+002	6.231549e+002	6.231582e+002		
								2.805600e+002	6.231549e+002	6.231567e+002	6.231549e+002	6.231549e+002	6.231549e+002	6.231549e+002	6.231549e+002	6.231567e+002		
								2.804600e+002	6.199461e+002	6.199471e+002	6.199461e+002	6.199461e+002	6.199461e+002	6.199461e+002	6.199461e+002	6.199471e+002		
								2.803600e+002	6.160955e+002	6.160960e+002	6.160955e+002	6.160955e+002	6.160955e+002	6.160955e+002	6.160955e+002	6.160960e+002		
								2.802600e+002	6.263638e+002	6.263640e+002	6.263638e+002	6.263638e+002	6.263638e+002	6.263638e+002	6.263638e+002	6.263640e+002		
								2.801600e+002	6.244385e+002	6.244386e+002	6.244385e+002	6.244385e+002	6.244385e+002	6.244385e+002	6.244385e+002	6.244386e+002		
								2.800600e+002	6.302143e+002	6.302144e+002	6.302143e+002	6.302143e+002	6.302143e+002	6.302143e+002	6.302143e+002	6.302144e+002		
								2.799600e+002	6.494673e+002	6.494674e+002	6.494673e+002	6.494673e+002	6.494673e+002	6.494673e+002	6.494673e+002	6.494674e+002		
								2.798600e+002	6.629444e+002	6.629444e+002	6.629444e+002	6.629444e+002	6.629444e+002	6.629444e+002	6.629444e+002	6.629444e+002		
								2.797600e+002	6.475420e+002	6.475420e+002	6.475420e+002	6.475420e+002	6.475420e+002	6.475420e+002	6.475420e+002	6.475420e+002		
								2.796600e+002	6.250802e+002	6.250802e+002	6.250802e+002	6.250802e+002	6.250802e+002	6.250802e+002	6.250802e+002	6.250802e+002		
								2.795600e+002	6.116031e+002	6.116031e+002	6.116031e+002	6.116031e+002	6.116031e+002	6.116031e+002	6.116031e+002	6.116031e+002		
								2.794600e+002	6.167373e+002	6.167373e+002	6.167373e+002	6.167373e+002	6.167373e+002	6.167373e+002	6.167373e+002	6.167373e+002		
								2.793600e+002	6.263638e+002	6.263638e+002	6.263638e+002	6.263638e+002	6.263638e+002	6.263638e+002	6.263638e+002	6.263638e+002		
								2.792600e+002	6.430497e+002	6.430497e+002	6.430497e+002	6.430497e+002	6.430497e+002	6.430497e+002	6.430497e+002	6.430497e+002		
								2.791600e+002	6.314979e+002	6.314979e+002	6.314979e+002	6.314979e+002	6.314979e+002	6.314979e+002	6.314979e+002	6.314979e+002		
								2.790600e+002	6.359902e+002	6.359902e+002	6.359902e+002	6.359902e+002	6.359902e+002	6.359902e+002	6.359902e+002	6.359902e+002		
								2.789600e+002	6.173790e+002	6.173790e+002	6.173790e+002	6.173790e+002	6.173790e+002	6.173790e+002	6.173790e+002	6.173790e+002		
								2.788600e+002	6.276473e+002	6.276473e+002	6.276473e+002	6.276473e+002	6.276473e+002	6.276473e+002	6.276473e+002	6.276473e+002		
